Application ID,No Changes?,Dec Direct (AF),Dec Storage (AF),Comments
A004637,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A004743,TRUE,0,0,Not allowed to divert in December and no storage.  
A004768,FALSE,0,0,Reported quantities are based projected median hydrology (50% exceedance forecast). Diversion to storage is overlapped with M&I rights and reported under M&I water right A4228.
A004871,TRUE,0,0,
A004901,TRUE,0,0,
A004942,FALSE,0.1,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A004943,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A004944,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A004945,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A005004,TRUE,0,0,
A005047,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A005092,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A005109,TRUE,0,0,
A005110,TRUE,0,0,Quantities included for the water right identified in this report are based on estimated diversions that would occur absent a curtailment order. The data included with this report are provisional and are based on the best information available at the time of submittal. These values may be updated/revised in future reports based upon further review of the data/analysis.
A005128,FALSE,0,0,Reported quantities are based projected median hydrology (50% exceedance forecast). Diversion to storage is overlapped with M&I rights and reported under M&I water right A4228.
A005155,TRUE,43.61,0,
A005161,TRUE,0,0,
A005193,TRUE,0,928,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A005240,TRUE,0,0,
A005618,FALSE,0,0,
A005625,TRUE,0,0,
A005626,FALSE,100000,250000,These numbers were accidentally entered into the January projection form.  May need to change/re-submit that form later.  These estimates are between averages and maximums reported.  
A005629,TRUE,0,0,
A005630,TRUE,0,0,
A005631,FALSE,0,6457,
A005632,FALSE,0,77288,
A005638,TRUE,0,0,
A005644A,TRUE,0,201,
A005645A,TRUE,881,0,
A005645B,TRUE,0,0,
A005648A,FALSE,0,0,"Consistent with prior monthly projections and past direction from the State Water Resources Control Board, the projections provided above assume unlimited hydrology."
A005648B,TRUE,20.7,0,
A005754,TRUE,0,0,
A005970,TRUE,0,0,
A005997,TRUE,0,0,
A006032,FALSE,0,0,"Depending on hydrologic conditions and curtailment status water may be diverted to storage in Lower Bear Reservoir and directly diverted from Cole Creek (POD 17388) and the Bear River (POD 31880) under appropriative water right A006032 for hydroelectric power generation at Salt Springs 2, Tiger Creek, West Point, and Electra Powerhouses during December 2022."
A006129,TRUE,0,0,
A006130,TRUE,0,54,
A006229,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A006241,TRUE,0,0,
A006262,TRUE,0,0,
A006316,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights."
A006332,TRUE,0,0,
A006383,TRUE,0,0,
A006470,TRUE,0,0,
A006486,TRUE,0,0,
A006522,TRUE,0,0,
A006529,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A006582,TRUE,0,0,
A006587,FALSE,0,0,"This license report has been completed using a reporting methodology that avoids duplicative reporting between this license and the overlapping riparian, pre-1914 appropriative and/or other water related rights and/or claims associated with the lands within the place of use of this license.  Property Reserve California, Inc., owns overlapping water rights identified as A008338, which has identical licensed points of diversion.  Utilization of this methodology appears to eliminate the need for the requested correlation of, and information on, those overlapping rights.  Should anything further be required by the SWRCB in this regard, please advise.  Other rights/claims owned by others may be exercised at this POD, but POD locations for this license do not appear to be accurately mapped by the SWRCB, and the license holder will work on submitting suggested updates to the SWRCB in the coming months, so that all PODs can be correctly located in eWRIMS. Note that the Delta Watermaster has informed diverters within the Legal Delta that a separate report is not required for each Point of Diversion ID associated with their water license.  Accordingly, only a single Point of Diversion ID associated with the instant license has been listed in this report.  In the event there are other Point of Division IDs associated with this license, this report is intended to serve as a single report that consolidates all amounts directly diverted and/or projected to be directly diverted from all of those Point of Diversion IDs. "
A006701,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A006702,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A006711,FALSE,0,0,
A006737,FALSE,0,0,"Depending on hydrologic conditions and curtailment status water is directly diverted from Tiger Creek under appropriative water right A006737 for hydroelectric power generation at the Tiger Creek, West Point, and Electra Powerhouses."
A006743,TRUE,0,0,
A007641A,TRUE,0,0,
A007989,TRUE,0,0,
A008177,TRUE,26,1,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A008178,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A008179,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A008180,TRUE,193,801,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A008187,TRUE,0,0,Quantities included for the water right identified in this report are based on estimated diversions that would occur absent a curtailment order. The data included with this report are provisional and are based on the best information available at the time of submittal. These values may be updated/revised in future reports based upon further review of the data/analysis.
A008188,TRUE,0,0,
A008238,TRUE,0,769,
A008338,FALSE,0,0,"This license report has been completed using a reporting methodology that avoids duplicative reporting between this license and the overlapping riparian, pre-1914 appropriative and/or other water related rights and/or claims associated with the lands within the place of use of this license.  Property Reserve California, Inc., owns overlapping water rights identified as A006587, which has identical licensed points of diversion.  Utilization of this methodology appears to eliminate the need for the requested correlation of, and information on, those overlapping rights.  Should anything further be required by the SWRCB in this regard, please advise.  Other rights/claims owned by others may be exercised at this POD, but POD locations for this license do not appear to be accurately mapped by the SWRCB, and the license holder will work on submitting suggested updates to the SWRCB in the coming months, so that all PODs can be correctly located in eWRIMS. Note that the Delta Watermaster has informed diverters within the Legal Delta that a separate report is not required for each Point of Diversion ID associated with their water license.  Accordingly, only a single Point of Diversion ID associated with the instant license has been listed in this report.  In the event there are other Point of Division IDs associated with this license, this report is intended to serve as a single report that consolidates all amounts directly diverted and/or projected to be directly diverted from all of those Point of Diversion IDs. "
A008495,FALSE,19,0,
A008794,FALSE,0,0,
A008830,TRUE,25,0,
A009320,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A009363,TRUE,0,0,
A009364,TRUE,0,0,
A009365,TRUE,0,0,
A009366,FALSE,6250,0,Projection is between average and maximum reported.
A009367,TRUE,0,0,
A009368,TRUE,150041,0,
A009515,TRUE,0,0,
A009516,TRUE,0,0,
A009735,TRUE,0,0,
A009736,TRUE,0,0,Quantities included for the water right identified in this report are based on estimated diversions that would occur absent a curtailment order. The data included with this report are provisional and are based on the best information available at the time of submittal. These values may be updated/revised in future reports based upon further review of the data/analysis.
A009737,TRUE,0,0,
A009760,TRUE,14385,0,
A009800,TRUE,0,0,
A009806,TRUE,0,0,
A009996,FALSE,0,0,
A009997,FALSE,0,0,
A010030,TRUE,41.7,0,
A010122,TRUE,0,0,
A010190,TRUE,0,0,
A010215,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A010221,TRUE,0,3958,
A010282,TRUE,0,0,
A010338,FALSE,0,0,"The Delta Watershed Curtailment Status List (Updated 11/8/2022) shows that the status for this water right is NOT CURTAILED.

Water from this diversion will not be retained in storage in December. Water from this diversion is stored in Redinger Lake. SCE's water plan for December predicts that storage in Redinger Lake will decrease in the month of December.

For informational purposes SCE is providing the following text regarding water management in the Big Creek Hydroelectric Project. 

SCE holds 22 non-consumptive water rights that support the operation of the Big Creek Hydroelectric Project. In addition to complying with the terms of SCE’s water rights, SCE is contractually required to meet certain cumulative reservoir storage and release requirements pursuant to an agreement with the United States Bureau of Reclamation to support its operations at Friant. Depending on the time of year, SCE’s Water Plan will call for either the net storage or net release of the total, aggregate Project water – to support electricity generation and the water needs of USBR and those supplied by USBR. To provide the Water Board with the clearest picture of water availability and avoid duplicate reporting, SCE is reporting its future demand and projected releases as aggregate numbers for the entire Project utilizing SCE’s Water Plan for the Project. This plan is also used to coordinate with USBR on storage and release requirements and needs. This plan generates monthly forecasts of total reservoir storage and releases to the San Joaquin River by forecasting anticipated inflows to the Project, using reservoir storage on the first of each month, and estimating the planned Project outflows to determine the aggregate change in monthly storage and the volume of water release to the San Joaquin River from the Project. These aggregated values provide a more accurate representation of the total volume of water stored on the Project and water released to the San Joaquin River for other downstream water rights holders. Therefore, SCE is providing this aggregated projected demand water use for the entire Big Creek Project (based on the Water Plan described above). The Water Plan can be provided to Bay-Delta@waterboards.ca.gov site upon request.

In December 2022 reservoir storage in the Big Creek Hydroelectric Project (Project) is anticipated to decrease. Based on SCE’s Water Plan, which is developed and updated monthly by SCE’s water management team, forecasted inflows and outflows at the Big Creek Project will be approximately 20,000 acre-feet and 71,600 acre-feet, respectively. This will result in a forecasted aggregate decrease in reservoir storage of approximately 51,600 acre-feet in December. 
"
A010363,TRUE,0,0,
A010529,TRUE,0,0,
A010572,FALSE,0,0,
A010588,TRUE,0,0,
A010872,FALSE,0,1000,"Consistent with prior monthly projections and past direction from the State Water Resources Control Board, the projections provided above assume unlimited hydrology."
A010978,TRUE,0,0,"Oakdale and South San Joaquin Irrigation District project that diversions under this right will be zero for the upcoming month. Although this number is consistent with the State Water Resources Control Board’s projection of zero, the methods and assumptions used by Oakdale and South San Joaquin Irrigation District to arrive at this projection differ from the methods and assumptions that appear to have been used by the Board."
A011003A,TRUE,0,0,
A011028,TRUE,0,0,
A011058,TRUE,0,0,
A011105,TRUE,0,0,"Oakdale and South San Joaquin Irrigation District project that diversions under this right will be zero for the upcoming month. Although this number is consistent with the State Water Resources Control Board’s projection of zero, the methods and assumptions used by Oakdale and South San Joaquin Irrigation District to arrive at this projection differ from the methods and assumptions that appear to have been used by the Board."
A011115,TRUE,0,0,
A011199,TRUE,7738,5673,
A011281,TRUE,0,0,
A011352,TRUE,0,0,
A011687,FALSE,0,0,"No updates, following curtailment status closely.  If no curtailment diversion of 600-1000AF would be normal for month of December.  However water levels in Salt Slough are very low and water hyacinth is blocking pump inlet, so diversion not projected to be mechanically possible December 2022."
A011688,FALSE,0,0,"No updates, following curtailment status closely. If no curtailment, diversion of 100-500AF would be normal for month of December. However water levels in Salt Slough are very low, so diversion not projected to be mechanically possible December 2022."
A011792B,TRUE,0,0,
A011847,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 

"
A011878,TRUE,0,0,"Water usage is from 04/15 to 10/15 according to our water rights permit. We cannot take water from 10/16 to 04/14 even if the water was available. We would like to take storm water, which would make sense, because it just runs out to the ocean. Since we cannot pump water in accordance with our permit at this time, why are we being made to report our projected demand? If there was water in the ridge cut, it would be nice to be able to pre-irrigate because it would benefit my fields next year by banking water in the soil.  It makes no sense for us to have to do this reporting when we are not able to use the water for the next five months."
A011899,TRUE,0,0,
A011900,TRUE,0,0,
A011910,TRUE,0,0,
A012073B,TRUE,0,0,
A012140,TRUE,202,0,
A012286,FALSE,1434,0,"Preliminary analysis utilized for the Water Supply Assessment projected the demand for December to be 1,434 Acre-feet. The City intends to use this water right license to meet that demand, and store other water rights in anticipation of a dry year."
A012323,FALSE,0,189,Projected demand is based on December 2021.
A012342A,TRUE,0,0,
A012367,TRUE,3,0,"No direct diversion projected, as of 11/4/2022, due to low seasonal system demand.

No ability to storage."
A012470A,TRUE,0,0,
A012470B,TRUE,0,0,
A012490,TRUE,0,0,"Oakdale and South San Joaquin Irrigation District project that diversions under this right will be zero for the upcoming month. Although this number is consistent with the State Water Resources Control Board’s projection of zero, the methods and assumptions used by Oakdale and South San Joaquin Irrigation District to arrive at this projection differ from the methods and assumptions that appear to have been used by the Board."
A012578,TRUE,148,0,
A012614,TRUE,0,0,
A012624,FALSE,0,552,Projected demand is based on December 2021.
A012635,TRUE,0,0,"Our Water Rights end 12/1, so we would not have any demands."
A012716,FALSE,874.5,0,Estimate is between average and maximum reported.  
A012873,TRUE,0,0,
A012910,TRUE,0,0,
A012911,TRUE,0,0,
A012912,TRUE,0,0,
A012912A,FALSE,86,0,
A013091,TRUE,0,0,
A013092,TRUE,0,0,
A013093,TRUE,0,0,
A013093A,TRUE,0,0,
A013130,FALSE,0,1128, 
A013148,TRUE,0,0,
A013156,FALSE,0,4610,"(1) Reported figures are based on: projected diversion and storage of flow into Pardee based on projected median hydrology (50% exceedance forecast), estimated demand, and operational assumptions. Actual diversion and storage may vary from reported projection if actual conditions differ substantially from median hydrology, the demand estimate, and operational assumptions. (2) Demand projection assumes 10% mandatory conservation by EBMUD’s customers. (3) December 2022 projected diversion demand is also below seasonal norm because planned aqueduct outage for maintenance work is expected to reduce conveyance capacity."
A013309,TRUE,0,0,
A013310,TRUE,0,0,
A013370,FALSE,3064,0,"Direct Diversion number is from 2018.
Storage estimate is between average and maximum reported."
A013371,TRUE,0,0,
A013372,TRUE,0,0,
A013541,TRUE,0,0,
A013676,TRUE,0,11718,
A013873,FALSE,0,10000,
A013928,TRUE,0,0,
A013929,TRUE,0,0,
A013956,TRUE,0,0,
A013995,TRUE,0,0,
A014022,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 

"
A014023,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 

"
A014112,TRUE,0,0,
A014126,FALSE,0,0,
A014127,FALSE,0,0,
A014415,TRUE,0,0,
A014443,TRUE,0,0,
