Application ID,No Changes?,Feb Direct (AF),Feb Storage (AF),Comments
A005047,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A005092,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A005109,TRUE,1110.7,0,
A005110,FALSE,1000,0,Quantities included for the water right identified in this report are based on estimated diversions that would occur absent a curtailment order. The data included with this report are provisional and are based on the best information available at the time of submittal. These values may be updated/revised in future reports based upon further review of the data/analysis.
A005128,FALSE,0,0,"Reported quantities are based projected median hydrology (50% exceedance forecast). Diversion to storage is overlapped with M&I rights and reported under M&I water right A4228.
"
A005161,TRUE,0,0,
A005193,TRUE,0,72,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A005240,TRUE,0,0,
A005316,FALSE,0.1,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A005618,FALSE,0,0,
A005625,TRUE,0,0,
A005626,FALSE,107571,450000,2018 reported number is fine for DD projection.  Projected storage number is between historical reported average and maximum for February.  
A005629,TRUE,0,0,
A005630,TRUE,7,55143,
A005631,FALSE,0,39324,
A005632,FALSE,0,22674,
A005638,TRUE,0,0,
A005644A,FALSE,0,127.8,
A005645A,TRUE,1339,0,
A005645B,TRUE,0,0,
A005648A,FALSE,0,37633,"Consistent with prior monthly projections and past direction from the State Water Resources Control Board, the projections provided above assume unlimited hydrology."
A005648B,FALSE,17,0,Water will be directly diverted from this water right for the JVID treated water system during the month of February. 
A005754,TRUE,0,0,
A005807,TRUE,0,0,No Diversions
A005970,TRUE,0,0,
A005997,TRUE,0,0,
A006032,TRUE,0,0,
A006129,TRUE,0,0,
A006130,FALSE,0,1700,Water is diverted to storage in Lyons Reservoir for consumptive uses by Tuolumne County Water Agency under appropriative water right A006130 and is also used for hydroelectric power generation at Phoenix Powerhouse under appropriative water right A006129.  Water diverted for both uses is reported under appropriative water right A006130.
A006229,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A006241,TRUE,0,0,
A006262,TRUE,0,0,
A006316,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. "
A006332,TRUE,0,0,
A006383,FALSE,0,0,5-year average more representative of anticipated diversions. 
A006470,TRUE,0,0,
A006486,TRUE,0,0,
A006522,TRUE,0,0,
A006529,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A006582,TRUE,0,0,
A006587,FALSE,95,0,"This license report has been completed using a reporting methodology that avoids duplicative reporting between this license and the overlapping riparian, pre-1914 appropriative and/or other water related rights and/or claims associated with the lands within the place of use of this license.  Property Reserve California, Inc., owns overlapping water rights identified as A008338, which has identical licensed points of diversion.  Utilization of this methodology appears to eliminate the need for the requested correlation of, and information on, those overlapping rights.  Should anything further be required by the SWRCB in this regard, please advise.  Other rights/claims owned by others may be exercised at this POD, but POD locations for this license do not appear to be accurately mapped by the SWRCB, and the license holder will work on submitting suggested updates to the SWRCB in the coming months, so that all PODs can be correctly located in eWRIMS. Note that the Delta Watermaster has informed diverters within the Legal Delta that a separate report is not required for each Point of Diversion ID associated with their water license.  Accordingly, only a single Point of Diversion ID associated with the instant license has been listed in this report.  In the event there are other Point of Division IDs associated with this license, this report is intended to serve as a single report that consolidates all amounts directly diverted and/or projected to be directly diverted from all of those Point of Diversion IDs. "
A006701,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A006702,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A006711,FALSE,0,0,
A006737,TRUE,0,0,
A006743,TRUE,0,0,
A007641A,TRUE,0,0,
A007860,TRUE,0,1840,
A007989,TRUE,0,0,
A008177,TRUE,64,19,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A008178,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A008179,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A008180,TRUE,153,145,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																					
"
A008187,TRUE,0,0,Quantities included for the water right identified in this report are based on estimated diversions that would occur absent a curtailment order. The data included with this report are provisional and are based on the best information available at the time of submittal. These values may be updated/revised in future reports based upon further review of the data/analysis.
A008188,TRUE,0,0,
A008238,TRUE,0,12,
A008338,FALSE,0,0,"This license report has been completed using a reporting methodology that avoids duplicative reporting between this license and the overlapping riparian, pre-1914 appropriative and/or other water related rights and/or claims associated with the lands within the place of use of this license.  Property Reserve California, Inc., owns overlapping water rights identified as A006587, which has identical licensed points of diversion.  Utilization of this methodology appears to eliminate the need for the requested correlation of, and information on, those overlapping rights.  Should anything further be required by the SWRCB in this regard, please advise.  Other rights/claims owned by others may be exercised at this POD, but POD locations for this license do not appear to be accurately mapped by the SWRCB, and the license holder will work on submitting suggested updates to the SWRCB in the coming months, so that all PODs can be correctly located in eWRIMS. Note that the Delta Watermaster has informed diverters within the Legal Delta that a separate report is not required for each Point of Diversion ID associated with their water license.  Accordingly, only a single Point of Diversion ID associated with the instant license has been listed in this report.  In the event there are other Point of Division IDs associated with this license, this report is intended to serve as a single report that consolidates all amounts directly diverted and/or projected to be directly diverted from all of those Point of Diversion IDs. "
A008495,FALSE,568,0,
A008631,TRUE,0,0,
A008631,TRUE,0,0,
A008794,FALSE,0,0,
A008830,TRUE,0,0,
A009320,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A009363,TRUE,0,0,
A009364,TRUE,0,0,
A009365,TRUE,0,0,
A009366,FALSE,2500,0,"DD projection is close to historical reported average for February.  Permit is DD only, no storage.  "
A009367,TRUE,0,0,
A009368,TRUE,101839,0,
A009515,TRUE,0,0,
A009516,TRUE,0,0,
A009625,TRUE,0,0,
A009735,TRUE,0,0,
A009736,TRUE,0,0,Quantities included for the water right identified in this report are based on estimated diversions that would occur absent a curtailment order. The data included with this report are provisional and are based on the best information available at the time of submittal. These values may be updated/revised in future reports based upon further review of the data/analysis.
A009737,TRUE,0,0,
A009760,TRUE,1088,0,
A009800,TRUE,0,0,
A009806,TRUE,0,0,
A009996,FALSE,0,0,
A009997,FALSE,0,0,
A010030,TRUE,0,0,
A010122,TRUE,0,0,
A010190,TRUE,0,0,
A010215,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A010221,TRUE,0,0,
A010240,TRUE,0,0,No water to be diverted.  
A010282,TRUE,0,0,
A010338,TRUE,0,0,
A010363,TRUE,0,0,
A010529,TRUE,0,0,
A010572,TRUE,0,0,
A010588,TRUE,0,0,
A010872,FALSE,0,1000,"Consistent with prior monthly projections and past direction from the State Water Resources Control Board, the projections provided above assume unlimited hydrology."
A010978,TRUE,0,0,"Oakdale and South San Joaquin Irrigation District project that diversions under this right will be zero for the upcoming month. Although this number is consistent with the State Water Resources Control Board’s projection of zero, the methods and assumptions used by Oakdale and South San Joaquin Irrigation District to arrive at this projection differ from the methods and assumptions that appear to have been used by the Board."
A011003A,TRUE,0,0,
A011028,TRUE,0,0,Outside of season of use
A011047,TRUE,0,0,
A011058,TRUE,0,0,
A011105,TRUE,0,0,"Oakdale and South San Joaquin Irrigation District project that diversions under this right will be zero for the upcoming month. Although this number is consistent with the State Water Resources Control Board’s projection of zero, the methods and assumptions used by Oakdale and South San Joaquin Irrigation District to arrive at this projection differ from the methods and assumptions that appear to have been used by the Board."
A011115,TRUE,0,0,
A011199,TRUE,4857,1978,
A011281,TRUE,0,0,
A011352,TRUE,0,0,
A011389,TRUE,528,0,At Indian Valley Reservoir we must maintain at least 10 cfs of environmental flows.
A011792B,FALSE,0,0,
A011847,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A011878,TRUE,0,0,
A011899,TRUE,0,0,
A011900,TRUE,0,0,
A011910,TRUE,0,0,
A011955,TRUE,0,0,
A011956,TRUE,0,0,
A011957,TRUE,0,0,
A011957,TRUE,0,0,
A011958,TRUE,0,0,
A012073B,TRUE,0,0,
A012125,FALSE,0,0,"All water rights under enhanced reporting - A000018 (28034,28035,28036), A001554(23312),
A001624(37427), A030838(45944), S007367(4736) - use the same point of diversion. Next to
the water right ID's, in parenthesis, are the associated point of diversion ID's. They are different
ID's but the physical location of the point of diversion is the same for all.

Water use within this place of use may also occur under the following application numbers
A012125, A023005, A008688, S007368, S007367, A000018 and A001554, A001624, A030838.
For the purposes of enhanced reporting water diverted by GCID will be reported only under
Statement A030838. All other water right ID's listed above will report 0 diversions as to not
""double-count"" Diversions.

The data submitted above is provisional and based on the best information available at the time
they are submitted. These values may be updated/revised in the future reports, including annual
water right reports, based upon further analysis and review of the data. Diversions during
November 2022- March 2023 were limited based on GCID's Sacramento river settlement contract."
A012140,TRUE,454,0,
A012286,TRUE,856,0,"City of Vallejo Water Right ID A012286 is diverted at Barker Slough Pumping Plant, a State Water Project facility."
A012321,TRUE,454,0,
A012323,TRUE,0,1774,
A012342A,FALSE,2400,0,Lake Amador Reservoir filled to capacity on 12/31/22.  The powerhouse is now discharging approximately 40 cfs and that is expected to continue for the month of February.  The fish farms will also be using about 300 acre feet in the month of February that would be directly diverted. 
A012367,FALSE,36,0,
A012371,TRUE,0,0,
A012389,TRUE,0,0,
A012470A,TRUE,0,0,
A012470B,TRUE,0,0,
A012490,TRUE,0,0,"Oakdale and South San Joaquin Irrigation District project that diversions under this right will be zero for the upcoming month. Although this number is consistent with the State Water Resources Control Board’s projection of zero, the methods and assumptions used by Oakdale and South San Joaquin Irrigation District to arrive at this projection differ from the methods and assumptions that appear to have been used by the Board."
A012578,TRUE,292,0,
A012614,TRUE,0,0,
A012622,TRUE,454,0,
A012624,FALSE,0,13000,Using water year 2017
A012648,TRUE,0,0,No diversions scheduled.
A012716,FALSE,0,0,"February is outside of DD season for this permit, which is DD only; no storage.  "
A012873,TRUE,0,0,
A012910,TRUE,0,0,
A012911,FALSE,0,0,Hydrology is expected to provide some storage gain.
A012912,TRUE,0,0,
A012912A,TRUE,86,0,
A013008,TRUE,0,0,
A013091,TRUE,0,0,
A013092,TRUE,0,0,
A013093,TRUE,0,0,
A013093A,TRUE,0,0,
A013130,FALSE,0,0,
A013148,TRUE,0,0,
A013156,FALSE,0,0,"(1) Reported figures are based on: projected diversion and storage of flow into Pardee based on projected median hydrology (50% exceedance forecast), estimated demand, and operational assumptions. Actual diversion and storage may vary from reported projection if actual conditions differ substantially from median hydrology, the demand estimate, and operational assumptions. (2) Demand projection assumes 10% mandatory conservation by EBMUD’s customers. (3) February 2023 projected diversion demand is also below seasonal norm because planned aqueduct outage for maintenance work is expected to reduce conveyance capacity.
"
A013175,TRUE,0,0,
A013309,TRUE,0,0,
A013310,TRUE,0,0,
A013370,FALSE,6000,100000,"DD projection is lower than reported average for February, but it captures most of reported years.
Storage projection is between reported average and maximum for February.
"
A013371,TRUE,0,0,
A013372,TRUE,0,0,
A013540,TRUE,0,0,
A013541,TRUE,0,0,
A013676,TRUE,0,0,
A013715,FALSE,0.1,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A013735,TRUE,0,0,
A013873,FALSE,0,9300,
A013919,TRUE,0,0,
A013928,TRUE,0,0,
A013929,FALSE,0,12900,SCE's water plan inflow projections into Mammoth Pool Reservoir are greater than the 2018 reported flow used by the SWB for projected demand.
A013956,TRUE,0,3000,
A013957,FALSE,0,0,
A013995,TRUE,0,0,
A014022,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A014023,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A014112,TRUE,0,0,
A014113,FALSE,30,30,
A014126,FALSE,0,0,
A014127,FALSE,0,0,
A014378,TRUE,0,0,
A014415,TRUE,0,0,
A014443,TRUE,115101,0,
A014444,TRUE,0,0,
A014445A,TRUE,0,0,
A014544,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A014546,FALSE,0,0,
A014582,TRUE,163,0,
A014588,TRUE,0,0,
A014649,TRUE,0,0,
A014662,TRUE,0,0,
A014665,TRUE,0,0,
A014743,TRUE,0,0,
A014785,TRUE,0,0,
A014803,FALSE,0,0,Not irrigation season 
A014804,TRUE,0,0,
A014858A,FALSE,0,100000,No DD under this permit.  Storage projection is between reported average and maximum for February.  
A014858B,TRUE,958,0,
A014859,TRUE,0,0,
A014867,TRUE,0,0,
A014907,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A014928,TRUE,0,0,
A014963,TRUE,0,0,
A015179,TRUE,0,0,
A015201,FALSE,0,0,"Reported quantities are based projected median hydrology (50% exceedance forecast). Diversion to storage is overlapped with M&I rights and reported under M&I water right A4228.
"
A015204,TRUE,0,0,
A015205,TRUE,0,0,
A015250,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A015407,FALSE,0,2500,"Water is diverted to storage in Pit 7 Reservoir and directly diverted from the Pit River for hydroelectric power generation at the Pit 7 Powerhouse under appropriative water right A015407.  Direct diversions in excess of 4,850 cfs are reported under riparian claim S010393.  Rediversions of water from Iron Canyon Reservoir and the McCloud River are reported separately.  A very small quantity of water is used for domestic purposes at the powerhouse."
A015424,TRUE,0,0,
A015467,TRUE,0,0,
A015468,TRUE,0,0,
