Application ID,No Changes?,Jan Direct (AF),Jan Storage (AF),Comments
A004942,FALSE,0.1,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A004943,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A004944,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A004945,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A005004,TRUE,0,15000,
A005047,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A005092,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A005109,TRUE,813.1,0,
A005110,FALSE,800,0,Quantities included for the water right identified in this report are based on estimated diversions that would occur absent a curtailment order. The data included with this report are provisional and are based on the best information available at the time of submittal. These values may be updated/revised in future reports based upon further review of the data/analysis.
A005128,FALSE,0,0,"Reported quantities are based projected median hydrology (50% exceedance forecast). Diversion to storage is overlapped with M&I rights and reported under M&I water right A4228.
"
A005155,FALSE,2.13,0,Projected demand is based upon historical past use.
A005161,TRUE,0,0,
A005193,TRUE,0,40,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A005240,TRUE,0,0,
A005386,FALSE,250,0,irrigation of wheat crop with flood water
A005618,FALSE,0,0,
A005625,TRUE,0,0,
A005626,FALSE,75000,200000,"January projection form filed previously on November 15, 2022 for A005626 was typo.  The numbers were meant for the December projection.  
Estimates are between averages and maximums reported.  "
A005631,FALSE,0,62818,
A005632,FALSE,0,67445,
A005638,TRUE,0,0,
A005645A,TRUE,1235,0,
A005645B,TRUE,0,0,
A005648A,FALSE,0,0,"Consistent with prior monthly projections and past direction from the State Water Resources Control Board, the projections provided above assume unlimited hydrology."
A005648B,TRUE,10.6,0,For our JVID Treated water system.  Incidental Domestic use for direct diversion. 
A005754,TRUE,0,0,
A005807,TRUE,0,0,No water to be diverted.  
A005970,TRUE,0,0,
A005997,TRUE,0,0,
A006032,TRUE,0,247,
A006129,TRUE,0,0,
A006130,TRUE,0,837,
A006229,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A006241,TRUE,0,0,
A006262,TRUE,0,0,
A006332,TRUE,0,0,
A006383,FALSE,0,0,5-year average more representative of anticipated diversions. 
A006470,TRUE ,15170,0,
A006486,TRUE,0,0,
A006522,FALSE,0,0,"Licensee intends to divert up to 15 cfs to underground storage, hydrology permitting. "
A006529,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A006582,TRUE,0,0,
A006587,FALSE,0,0,"This license report has been completed using a reporting methodology that avoids duplicative reporting between this license and the overlapping riparian, pre-1914 appropriative and/or other water related rights and/or claims associated with the lands within the place of use of this license.  Property Reserve California, Inc., owns overlapping water rights identified as A008338, which has identical licensed points of diversion.  Utilization of this methodology appears to eliminate the need for the requested correlation of, and information on, those overlapping rights.  Should anything further be required by the SWRCB in this regard, please advise.  Other rights/claims owned by others may be exercised at this POD, but POD locations for this license do not appear to be accurately mapped by the SWRCB, and the license holder will work on submitting suggested updates to the SWRCB in the coming months, so that all PODs can be correctly located in eWRIMS. Note that the Delta Watermaster has informed diverters within the Legal Delta that a separate report is not required for each Point of Diversion ID associated with their water license.  Accordingly, only a single Point of Diversion ID associated with the instant license has been listed in this report.  In the event there are other Point of Division IDs associated with this license, this report is intended to serve as a single report that consolidates all amounts directly diverted and/or projected to be directly diverted from all of those Point of Diversion IDs. "
A006701,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A006702,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A006711,FALSE,0,0,
A006737,TRUE,0,0,
A006743,TRUE ,0,0,
A007641A,TRUE ,0,0,
A007860,TRUE,0,2460,
A007989,TRUE,0,0,
A008177,TRUE,68,41,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A008178,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A008179,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A008180,FALSE,300,200,"Reported amounts vary and are affected by PG&E operation of their upstream reservoirs. Our projected values are averages based on reported flows between 2016 and 2020.

The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A008187,TRUE ,0,0,Quantities included for the water right identified in this report are based on estimated diversions that would occur absent a curtailment order. The data included with this report are provisional and are based on the best information available at the time of submittal. These values may be updated/revised in future reports based upon further review of the data/analysis.
A008188,TRUE,0,0,
A008238,TRUE ,0,0,
A008238,TRUE ,0,0,
A008338,FALSE,0,0,"This license report has been completed using a reporting methodology that avoids duplicative reporting between this license and the overlapping riparian, pre-1914 appropriative and/or other water related rights and/or claims associated with the lands within the place of use of this license.  Property Reserve California, Inc., owns overlapping water rights identified as A006587, which has identical licensed points of diversion.  Utilization of this methodology appears to eliminate the need for the requested correlation of, and information on, those overlapping rights.  Should anything further be required by the SWRCB in this regard, please advise.  Other rights/claims owned by others may be exercised at this POD, but POD locations for this license do not appear to be accurately mapped by the SWRCB, and the license holder will work on submitting suggested updates to the SWRCB in the coming months, so that all PODs can be correctly located in eWRIMS. Note that the Delta Watermaster has informed diverters within the Legal Delta that a separate report is not required for each Point of Diversion ID associated with their water license.  Accordingly, only a single Point of Diversion ID associated with the instant license has been listed in this report.  In the event there are other Point of Division IDs associated with this license, this report is intended to serve as a single report that consolidates all amounts directly diverted and/or projected to be directly diverted from all of those Point of Diversion IDs. "
A008495,FALSE,605,0,
A008631,FALSE,0,0,
A008794,FALSE,0,0,
A008830,TRUE,0,0,
A009320,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A009363,TRUE,0,0,
A009364,TRUE,0,0,
A009365,TRUE,0,0,
A009366,TRUE,5492,0,
A009367,TRUE,0,0,
A009368,TRUE,5822,0,
A009515,TRUE,0,0,
A009516,TRUE,0,0,
A009625,TRUE,0,0,
A009735,TRUE,0,0,
A009736,TRUE,0,0,Quantities included for the water right identified in this report are based on estimated diversions that would occur absent a curtailment order. The data included with this report are provisional and are based on the best information available at the time of submittal. These values may be updated/revised in future reports based upon further review of the data/analysis.
A009737,TRUE ,0,0,
A009760,TRUE,7670,0,
A009800,TRUE,0,0,
A009806,TRUE,0,0,
A009899,TRUE,0,0,
A009927,TRUE,0,0,see our past notes 
A009996,FALSE,0,0,
A009997,FALSE,0,0,
A010030,TRUE,0,0,
A010122,TRUE,0,0,
A010190,TRUE,0,0,
A010215,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A010221,TRUE,0,0,
A010240,TRUE,0,0,No water will be diverted under this application.
A010282,TRUE,0,0,
A010338,TRUE,0,0,
A010363,TRUE,0,0,
A010529,TRUE,0,0,
A010572,TRUE ,0,0,
A010588,TRUE,0,0,
A010872,TRUE,0,0,"Oakdale and South San Joaquin Irrigation District project that diversions under this right will be zero for the upcoming month. Although this number is consistent with the State Water Resources Control Board’s projection of zero, the methods and assumptions used by Oakdale and South San Joaquin Irrigation District to arrive at this projection differ from the methods and assumptions that appear to have been used by the Board."
A010978,FALSE,0,5651,"Consistent with prior monthly projections and past direction from the State Water Resources Control Board, the projections provided above assume unlimited hydrology."
A011003A,TRUE,0,0,
A011028,TRUE,0,0,
A011047,TRUE,0,0,
A011058,TRUE,0,0,
A011105,TRUE,0,0,"Oakdale and South San Joaquin Irrigation District project that diversions under this right will be zero for the upcoming month. Although this number is consistent with the State Water Resources Control Board’s projection of zero, the methods and assumptions used by Oakdale and South San Joaquin Irrigation District to arrive at this projection differ from the methods and assumptions that appear to have been used by the Board."
A011115,TRUE,0,0,
A011199,TRUE,2335,22093,none
A011352,TRUE,0,0,
A011389,TRUE,652,4942,At Indian Valley Reservoir we must maintain at least 10 cfs of environmental flows.
A011792B,FALSE,0,0,Hydrology forecasts show some storage gain in January.
A011847,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 

"
A011878,FALSE,0,0,"Water usage is from 04/15 to 10/15 according to our water rights permit.  We cannot take water in November through April even the water was available.  We would like to take storm water which would make sense because it just runs out to the ocean.  

Since we cannot pump water in accordance with our permit, why are being made to report this when we are not able to use the water?  If there was water in the ridge cut, it would be nice to be able to pre-irrigate my fields because it would benefit my fields next year by banking water in the soil.

It makes no sense for us to have to do this reporting when we are not able to use the water for the next 5 months.
"
A011899,TRUE,0,0,
A011900,TRUE,0,0,
A011902,TRUE,0,0,
A011909,TRUE,0,0,
A011910,TRUE,0,0,
A011957,TRUE,0,0,
A012073B,TRUE,0,0,
A012125,FALSE,0,0,"All water rights under enhanced reporting - A000018 (28034,28035,28036), A001554(23312),
A001624(37427), A030838(45944), S007367(4736), A012125(Req. for Winter Only) - use the same point of diversion. Next to the water right ID's, in parenthesis, are the associated point of diversion ID's. They are different ID's but the physical location of the point of diversion is the same for all.

Water use within this place of use may also occur under the following application numbers
A012125, A023005, A008688, S007368, S007367, A000018 and A001554, A001624, A030838.
For the purposes of enhanced reporting water diverted by GCID will be reported only under
Statement A030838. All other water right ID's listed above will report 0 diversions as to not
""double-count"" Diversions.

The data submitted above is provisional and based on the best information available at the time
they are submitted. These values may be updated/revised in the future reports, including annual
water right reports, based upon further analysis and review of the data. Diversions during
November 2022- March 2023 were limited based on GCID's Sacramento river settlement contract."
A012140,TRUE,601,0,
A012286,FALSE,1458,0,"City of Vallejo's Water Right ID A012286 is diverted at Barker Slough Pumping Plant, a State Water Project facility."
A012321,TRUE,601,0,
A012323,FALSE,0,8489,"Using January 2017, a wetter year than 2018."
A012342A,TRUE,0,0,There will be a direct diversion demand to supply water to our fish farms.  We will be diverting additional runoff above the direct diversion demand to storage. 
A012367,TRUE,36,0,
A012470A,TRUE,0,0,
A012470B,TRUE,0,0,
A012490,TRUE,0,0,"Oakdale and South San Joaquin Irrigation District project that diversions under this right will be zero for the upcoming month. Although this number is consistent with the State Water Resources Control Board’s projection of zero, the methods and assumptions used by Oakdale and South San Joaquin Irrigation District to arrive at this projection differ from the methods and assumptions that appear to have been used by the Board."
A012578,TRUE,198,0,none
A012614,TRUE,0,0,
A012622,TRUE,601,0,
A012624,FALSE,0,6422,"Using January 2017, a wetter year than 2018"
A012635,TRUE,0,0,Our water rights are available (when available) 3/1 to 12/1.
A012648,TRUE,0,0,No diversions scheduled
A012716,TRUE,1839.3,0,
A012873,TRUE,0,0,
A012910,TRUE,0,0,
A012911,FALSE,0,0,Based on 12/1 CNRFC hydrologic forecast.
A012912,TRUE,0,0,
A012912A,TRUE,113,0,
A013008,TRUE,0,0,
A013091,TRUE,0,0,
A013092,TRUE,0,0,
A013093,TRUE,0,0,
A013093A,TRUE,0,0,
A013130,FALSE,0,9470,
A013148,TRUE,0,0,
A013156,FALSE,0,3870,"(1) Reported figures are based on: projected diversion and storage of flow into Pardee based on projected median hydrology (50% exceedance forecast), estimated demand, and operational assumptions. Actual diversion and storage may vary from reported projection if actual conditions differ substantially from median hydrology, the demand estimate, and operational assumptions. (2) Demand projection assumes 10% mandatory conservation by EBMUD’s customers. (3) January 2023 projected diversion demand is also below seasonal norm because planned aqueduct outage for maintenance work is expected to reduce conveyance capacity.
"
A013175,TRUE,0,0,
A013309,TRUE,0,0,
A013310,TRUE,0,0,
A013370,TRUE,6962,34596,
A013371,TRUE,0,0,
A013372,TRUE,0,0,
A013541,TRUE,0,0,
A013676,TRUE,0,0,
A013873,TRUE,0,0,
A013928,TRUE,0,0,
A013929,FALSE,0,12900,"SCE's water plan inflow projections into Mammoth Pool Reservoir are greater than the 2018 reported flow used by the SWB for projected demand.

For informational purposes SCE is providing the following text regarding water management in the Big Creek Hydroelectric Project. 

SCE holds 22 non-consumptive water rights that support the operation of the Big Creek Hydroelectric Project. In addition to complying with the terms of SCE’s water rights, SCE is contractually required to meet certain cumulative reservoir storage and release requirements pursuant to an agreement with the United States Bureau of Reclamation to support its operations at Friant. Depending on the time of year, SCE’s Water Plan will call for either the net storage or net release of the total, aggregate Project water – to support electricity generation and the water needs of USBR and those supplied by USBR. To provide the Water Board with the clearest picture of water availability and avoid duplicate reporting, SCE is reporting its future demand and projected releases as aggregate numbers for the entire Project utilizing SCE’s Water Plan for the Project. This plan is also used to coordinate with USBR on storage and release requirements and needs. This plan generates monthly forecasts of total reservoir storage and releases to the San Joaquin River by forecasting anticipated inflows to the Project, using reservoir storage on the first of each month, and estimating the planned Project outflows to determine the aggregate change in monthly storage and the volume of water release to the San Joaquin River from the Project. These aggregated values provide a more accurate representation of the total volume of water stored on the Project and water released to the San Joaquin River for other downstream water rights holders. Therefore, SCE is providing this aggregated projected demand water use for the entire Big Creek Project (based on the Water Plan described above). The Water Plan can be provided to Bay-Delta@waterboards.ca.gov site upon request.

In January 2023 reservoir storage in the Big Creek Hydroelectric Project (Project) is anticipated to increase. Based on SCE’s Water Plan, which is developed and updated monthly by SCE’s water management team, forecasted inflows and outflows at the Big Creek Project will be approximately 26,100 acre-feet and 9,400 acre-feet, respectively. This will result in a forecasted aggregate increase in reservoir storage of approximately 16,700 acre-feet in January. 
"
A013956,TRUE,0,5000,
A013957,FALSE,0,0,
A013995,TRUE,0,0,
A014022,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 

"
A014023,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 

"
A014112,TRUE,0,0,
A014113,FALSE,33,0,
A014126,FALSE,0,0,
A014127,FALSE,0,0,
A014415,TRUE,0,0,
A014544,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 
"
A014546,FALSE,0,0,
A014588,TRUE,0,0,
A014649,FALSE,0,0,
A014662,TRUE,0,0,
A014665,TRUE,0,0,
A014743,TRUE,0,3207,
A014785,TRUE,0,0,
A014803,FALSE,0,0,Not irrigation season 
A014804,TRUE,0,20670,
A014858A,FALSE,0,79000,Storage projection is between average and maximum historical reported amounts.
A014858B,TRUE,2160,0,
A014859,TRUE,0,0,
A014867,TRUE,0,0,
