Application ID,No Changes?,Mar Direct (AF),Mar Storage (AF),Comments
S017060,TRUE,56.75,0,
A005193,FALSE,0,0,"Reservoirs are full and spilling; no storage is projected in March.

The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A006229,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A006529,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A006701,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A006702,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A008177,TRUE,60,30,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A008178,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A008179,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A022039,TRUE,0,0,
A008180,FALSE,581,0,"Reservoirs are full and spilling; no storage projected for March.

The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A001739,FALSE,63.52,0,
A003040,FALSE,0,0,
A015525,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S000480,TRUE,0,0,"The water right that is the subject of this Delta Watershed Enhanced Reporting of Actual Diversions and Projected Demand is subject to an “Agreement on Diversion of Water From the Feather River” dated May 27, 1969 by and between the State of California acting through its Department of Water Resources and Richvale Irrigation District, Biggs-West Gridley Water District, Butte Water District and Sutter Extension Water District (collectively known as the “Joint Water Districts”).  The Diversion Agreement sets forth the terms under which water is available to the Joint Water Districts.  If water is unavailable under the Joint Water Districts’ water right, diversions continue pursuant to the terms of the Diversion Agreement, including diversions of previously stored water from the State Water Project or other sources.  

The Diversion Agreement divides the calendar year into the allotted “irrigation season” April 1 through October 31 and the non-allotted season of November 1 through March 31.  In 2022, In 2022 the Joint Water Districts’ irrigation season supply will be reduced by 50% pursuant to the Diversion Agreement.  The non-allotted water season beginning November 1 is not limited by volume, but rather by reasonable and beneficial use.  We have reviewed the water right demand information assumed in the methodology and have determined that no changes are needed to reflect projected demands under this water right in March 2023. 
"
A020017,FALSE,2500,0,"No storage is projected for March as reservoirs are full and spilling. Additional direct diversion is being reported under S013927 and S013928.

The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A020072,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A021151,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A021152,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A024983,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A026866,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A027132,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A027559,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S004716,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S004717,FALSE,0,500,"With reservoir near full, storage in March will be minimal.

The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S010794,TRUE,75,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S012950,TRUE,169,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S012951,TRUE,112,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S012952,TRUE,248,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S013330,TRUE,7576,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A012323,TRUE,0,47983,
A012624,TRUE,0,10655,
A014963,TRUE,0,0,
A020522,TRUE,0,0,
A022110,TRUE,0,0,
A026768,TRUE,0,0,
A031595,TRUE,0,171,
A031596,TRUE,0,598,
S013791,TRUE,221,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S013800,FALSE,2241,5000,"Storage was reduced due to limited storage space available.

The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S013801,TRUE,0,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S013809,FALSE,100,0,"Limited water will be diverted due to diversions from other rights and seasonally low flows.

The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S013927,TRUE,933,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S013928,FALSE,2500,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
S014355,TRUE,435,0,"The data submitted above is provisional and based on the best information available at the time they are submitted. These values may be updated/revised in the future reports, including annual water right reports, based upon further review of the data.																										
"
A011281,TRUE,0,0,
S000925,FALSE,0,0,
A014546,FALSE,0,0,
A000654,TRUE,0,2226,
A001440,TRUE,0,0,
A001441,TRUE,0,0,
A001692,TRUE,0,0,
A002270,TRUE,0,7316,
A005645A,TRUE,1276,0,
A005645B,FALSE,546,0,Projected direct diversion demand at point of diversion in March 2023.
A006383,FALSE,0,0,5-year average more representative of anticipated diversions.
S000974,TRUE,0,0,
S004708,TRUE,0,2174,
S009034,TRUE,2162,0,
S013501,TRUE,0,0,
S014323,TRUE,0,0,
S014968,TRUE,0,0,
S022682,TRUE,0,0,
S000477,FALSE,0,0,"This correspondence is submitted by the San Joaquin River Exchange Contractors Water Authority on behalf of Central California Irrigation District (S000477); San Luis Canal Company (S001074); Firebaugh Canal Water District (S001098); Columbia Canal Company (S001073) (collectively, the “Four Entities”) in response to the Water Board’s September 30, 2022 concerning Enhanced Reporting Requirements on the Projected Demand Form. 
The February 10, 2023, Projected Demand Form shows 0.00 acre feet of demand for the Four Entities for March 2023. That is not accurate as a matter of fact, as the Four Entities continue to have consumptive demand for water during this period. However, the United States Bureau of Reclamation, responsible for meeting the requirements of the Second Amended Exchange Contract (which provides the Four Entities’ water supply in most years) has exercised its discretion to meet Four Entities’ March 2023 demands from sources available to it other than the San Joaquin River. Thus, for purposes of calculating the Four Entities’ demands from the San Joaquin River, a zero acre foot demand from that source may be appropriate, for so long as USBR continues to supply Four Entities’ demands from other sources. 
For informational purposes, we note the April 19, 2022, Water Unavailability Methodology anticipated Four Entities’ demands commencing from the San Joaquin River in April 2022, but did not provide for a reversion back to other sources later in the year. In 2022, USBR stopped meeting Four Entities’ demands from San Joaquin River diversions on July 21, 2022.
"
S001073,FALSE,0,0,"This correspondence is submitted by the San Joaquin River Exchange Contractors Water Authority on behalf of Central California Irrigation District (S000477); San Luis Canal Company (S001074); Firebaugh Canal Water District (S001098); Columbia Canal Company (S001073) (collectively, the “Four Entities”) in response to the Water Board’s September 30, 2022 concerning Enhanced Reporting Requirements on the Projected Demand Form. 
The February 10, 2023, Projected Demand Form shows 0.00 acre feet of demand for the Four Entities for March 2023. That is not accurate as a matter of fact, as the Four Entities continue to have consumptive demand for water during this period. However, the United States Bureau of Reclamation, responsible for meeting the requirements of the Second Amended Exchange Contract (which provides the Four Entities’ water supply in most years) has exercised its discretion to meet Four Entities’ March 2023 demands from sources available to it other than the San Joaquin River. Thus, for purposes of calculating the Four Entities’ demands from the San Joaquin River, a zero acre foot demand from that source may be appropriate, for so long as USBR continues to supply Four Entities’ demands from other sources. 
For informational purposes, we note the April 19, 2022, Water Unavailability Methodology anticipated Four Entities’ demands commencing from the San Joaquin River in April 2022, but did not provide for a reversion back to other sources later in the year. In 2022, USBR stopped meeting Four Entities’ demands from San Joaquin River diversions on July 21, 2022.
"
S001074,FALSE,0,0,"This correspondence is submitted by the San Joaquin River Exchange Contractors Water Authority on behalf of Central California Irrigation District (S000477); San Luis Canal Company (S001074); Firebaugh Canal Water District (S001098); Columbia Canal Company (S001073) (collectively, the “Four Entities”) in response to the Water Board’s September 30, 2022 concerning Enhanced Reporting Requirements on the Projected Demand Form. 
The February 10, 2023, Projected Demand Form shows 0.00 acre feet of demand for the Four Entities for March 2023. That is not accurate as a matter of fact, as the Four Entities continue to have consumptive demand for water during this period. However, the United States Bureau of Reclamation, responsible for meeting the requirements of the Second Amended Exchange Contract (which provides the Four Entities’ water supply in most years) has exercised its discretion to meet Four Entities’ March 2023 demands from sources available to it other than the San Joaquin River. Thus, for purposes of calculating the Four Entities’ demands from the San Joaquin River, a zero acre foot demand from that source may be appropriate, for so long as USBR continues to supply Four Entities’ demands from other sources. 
For informational purposes, we note the April 19, 2022, Water Unavailability Methodology anticipated Four Entities’ demands commencing from the San Joaquin River in April 2022, but did not provide for a reversion back to other sources later in the year. In 2022, USBR stopped meeting Four Entities’ demands from San Joaquin River diversions on July 21, 2022.
"
S001098,FALSE,0,0,"This correspondence is submitted by the San Joaquin River Exchange Contractors Water Authority on behalf of Central California Irrigation District (S000477); San Luis Canal Company (S001074); Firebaugh Canal Water District (S001098); Columbia Canal Company (S001073) (collectively, the “Four Entities”) in response to the Water Board’s September 30, 2022 concerning Enhanced Reporting Requirements on the Projected Demand Form. 
The February 10, 2023, Projected Demand Form shows 0.00 acre feet of demand for the Four Entities for March 2023. That is not accurate as a matter of fact, as the Four Entities continue to have consumptive demand for water during this period. However, the United States Bureau of Reclamation, responsible for meeting the requirements of the Second Amended Exchange Contract (which provides the Four Entities’ water supply in most years) has exercised its discretion to meet Four Entities’ March 2023 demands from sources available to it other than the San Joaquin River. Thus, for purposes of calculating the Four Entities’ demands from the San Joaquin River, a zero acre foot demand from that source may be appropriate, for so long as USBR continues to supply Four Entities’ demands from other sources. 
For informational purposes, we note the April 19, 2022, Water Unavailability Methodology anticipated Four Entities’ demands commencing from the San Joaquin River in April 2022, but did not provide for a reversion back to other sources later in the year. In 2022, USBR stopped meeting Four Entities’ demands from San Joaquin River diversions on July 21, 2022.
"
A021945,TRUE,39.6,566,None
A022980,FALSE,0,0,"The reservoir is already full, so no additional storage is available."
A002978,FALSE,0,0,
A013957,FALSE,0,0,
A014113,FALSE,30,30,
A001321,TRUE,0,1563.8997,
S009352,TRUE,0,957.339,
A018812,FALSE,824,0,"The Projected Demand for Direct Diversion is per the SWRCB's projection.  As of 2/9/2023, storage in New Hogan Reservoir exceeds the Top of Conservation storage.  Changes in the allowed Top of Conservation Storage cannot be projected 20 to 50 days in advance, therefore, based on current conditions it is projected that there will be no diversion tio storage in March 2023.    "
A025616,TRUE,596,0,
S022153,FALSE,0,0,"We will divert under Wonderful Nut Orchard LLC's lawful right during the water year and exercise its right to the maximum extent allowable under the law if supplies are available for diversion.  We will update if that exceeds claims 1,000 to 4,999 acre-feet. "
A025751,TRUE,835,0,
S016332,TRUE,0,0,
A018025,TRUE,0,0,
A023416,TRUE,0,0,"I do not know what the water right demands are, so i have entered my projected diversion amount."
A004228,FALSE,10200,100,"(1) Reported figures are based on: projected diversion and storage of flow into Pardee based on projected median hydrology (50% exceedance forecast), estimated demand, and operational assumptions. Actual diversion and storage may vary from reported projection if actual conditions differ substantially from median hydrology, the demand estimate, and operational assumptions. (2) Demand projection assumes 10% mandatory conservation by EBMUD’s customers. (3) March 2023 projected diversion demand is also below seasonal norm because planned aqueduct outage for maintenance work is expected to reduce conveyance capacity."
S000404,TRUE,6.61,0,
A011242,TRUE,600,0,
A004237,FALSE,0,0,
A009806,TRUE,0,0,
A028453,TRUE,0,0,
A024590,TRUE,0,0,
A009625,TRUE,0,0,
A013323,TRUE,0,0,
A014354,TRUE,0,0,
A015467,TRUE,0,0,
A015468,TRUE,0,0,
A013008,TRUE,0,0,
A026908,FALSE,0,0,"Hydro diversion, all water put back into the creek.  No impact on water availability downstream."
A027117,FALSE,0,0,"Hydro diversion, all water returned to creek.  No impact on water availability downstream."
S020799,TRUE,0,0,"We most like will not use this water due to the rains we received in January, but felt we should report use just in case we need to. "
A027184,TRUE,0,0,
A000301,FALSE,0,0,
A026559,FALSE,0,0,Hydroelectric generation
A026378,TRUE,0,0,
A026379,TRUE,0,0,
A027750,TRUE,0,0,
A002197,FALSE,0,0,
A003026,TRUE,0,0,
A005004,TRUE,0,0,
A005631,FALSE,0,48120,
A005632,FALSE,1059,29420,
A009516,TRUE,0,0,
A010282,TRUE,0,0,
A015204,TRUE,0,0,
A015205,TRUE,0,0,
A015563,TRUE,0,0,
A015574,TRUE,0,17289,
S004707,FALSE,0,33,
A027390,TRUE,0,0,Water is diverted for hydropower generation and water is returned ti Old Cow Creek via tailrace. There is no storage as project is licensed as run of river by FERC. 
A027540,TRUE,0,0,Water is diverted for hydropower generation and water is returned to Old Cow Creek via tailrace. There is no storage as project is licensed as run of river by FERC. 
S000998,FALSE,1913,0,
A014803,TRUE,0,0,
A005644A,FALSE,0,415.4,
A005807,TRUE,1299,0,
A010240,TRUE,0,0,No water diverted under this application.
A012648,TRUE,0,0,
S015557,TRUE,1209,0,
A003990,TRUE,0,0,100 AF to be diverted.  
A026619,FALSE,0,0,
A001081,FALSE,0,0,"Consistent with prior monthly projections and past direction from the State Water Resources Control Board, the projections provided above assume unlimited hydrology."
A003091,TRUE,0,0,"Oakdale and South San Joaquin Irrigation District project that diversions under this right will be zero for the upcoming month. Although this number is consistent with the State Water Resources Control Board’s projection of zero, the methods and assumptions used by Oakdale and South San Joaquin Irrigation District to arrive at this projection differ from the methods and assumptions that appear to have been used by the Board."
A005648A,FALSE,0,27064,"Consistent with prior monthly projections and past direction from the State Water Resources Control Board, the projections provided above assume unlimited hydrology."
A010872,FALSE,0,0,"Consistent with prior monthly projections and past direction from the State Water Resources Control Board, the projections provided above assume unlimited hydrology."
A010978,TRUE,0,0,"Oakdale and South San Joaquin Irrigation District project that diversions under this right will be zero for the upcoming month. Although this number is consistent with the State Water Resources Control Board’s projection of zero, the methods and assumptions used by Oakdale and South San Joaquin Irrigation District to arrive at this projection differ from the methods and assumptions that appear to have been used by the Board."
A011105,TRUE,0,0,"Oakdale and South San Joaquin Irrigation District project that diversions under this right will be zero for the upcoming month. Although this number is consistent with the State Water Resources Control Board’s projection of zero, the methods and assumptions used by Oakdale and South San Joaquin Irrigation District to arrive at this projection differ from the methods and assumptions that appear to have been used by the Board."
A012490,TRUE,0,0,"Oakdale and South San Joaquin Irrigation District project that diversions under this right will be zero for the upcoming month. Although this number is consistent with the State Water Resources Control Board’s projection of zero, the methods and assumptions used by Oakdale and South San Joaquin Irrigation District to arrive at this projection differ from the methods and assumptions that appear to have been used by the Board."
A012614,TRUE,0,0,
A012873,TRUE,0,0,
A013309,TRUE,0,0,
A013310,TRUE,0,0,
A026791,TRUE,0,0,
A031502,TRUE,0,0,
A031770,TRUE,0,0,
A002524,FALSE,0,0,"Consistent with prior monthly projections and past direction from the State Water Resources Control Board, the projections provided above assume unlimited hydrology."
A018084,TRUE,0,45522,"PCWA has four permits that make up the Middle Fork Project.  Permits A018084 and A018086 are for power generation, Recreation and Boating; Permits A018085 and A018087 are for consumptive uses.  All water diverted and stored is accounted for beginning with the most senior permit."
A018085,TRUE,0,2430,"PCWA has four permits that make up the Middle Fork Project.  Permits A018084 and A018086 are for power generation, Recreation and Boating; Permits A018085 and A018087 are for consumptive uses.  All water diverted and stored is accounted for beginning with the most senior permit. Due to the complex interconnection of the points of diversion among the water right permits and license for the Middle Fork Project, trying to determine how much water from which point of diversion was diverted to storage, and/or diverted for use (generation and/or consumption) is unattainable.  Values presented are the amounts diverted, if any, at the point of diversion or stream maintenance flows below project impoundments.  Consumption values are actual monthly usage at points of diversion below the Middle Fork Project reservoirs and diversions.
All values are provisional and subject to revision
"
A005109,TRUE,606.1,0,
A008188,TRUE,0,0,
A009735,TRUE,0,0,
S016689,TRUE,850.2,0,
A018086,TRUE,0,2023,"PCWA has four permits that make up the Middle Fork Project.  Permits A018084 and A018086 are for power generation, Recreation and Boating; Permits A018085 and A018087 are for consumptive uses.  All water diverted and stored is accounted for beginning with the most senior permit. All use accounted for on either A018084 or A018085 do avoid double counting of consumption. 

"
A018087,TRUE,0,1587,"PCWA has four permits that make up the Middle Fork Project.  Permits A018084 and A018086 are for power generation, Recreation and Boating; Permits A018085 and A018087 are for consumptive uses.  All water diverted and stored is accounted for beginning with the most senior permit. All use accounted for on either A018084 or A018085 do avoid double counting of consumption.

"
A026637,TRUE,0,0,"This POD is used to generate power using the stream maintenance flows at the base of Hell Hole Reservoir. There is both a Permit and a License issued at this location, both with separate POD ID's.
Water used for stream maintenance is either re-released natural flows, or flows from storage.  Flows from storage generally occurs in late summer

All provided data is provisional and subject to revision
"
A029721,TRUE,0,0,"This POD is used to generate power using the stream maintenance flows at the base of Hell Hole Reservoir. There is both a Permit and a License issued at this location, both with separate POD ID's.
Water used for stream maintenance is either re-released natural flows, or flows from storage.  Flows from storage generally occurs in late summer.

All provided data is provisional and subject to revision
"
S000959,TRUE,136,0,
S001050,TRUE,1230.76,0,
A001743,FALSE,0,0,
A012140,FALSE,0,0,
A012321,FALSE,0,0,
A012622,FALSE,0,0,
A016060,FALSE,0,0,
S014834,FALSE,0,0,
A016401,FALSE,4,0,
A028238,TRUE,0,0,"Willow Creek Mutual Water Company does not divert water.  We generally purchase our water through Provident Irrigation District (Willows, CA)."
S000070,TRUE,3123,0,"We use this water to generate electricity through 3 Hydro Electric Plants which produce approximately 1,850 Kilowatts of electricity per hour. We then run this water through a Fish Hatchery, that produces 450,000 lbs of trout per year. The water then goes through 4 ponds that are used for recreational fishing and wildlife habitat. We then irrigate approximately 600 acres of irrigated pasture and hay land. This water is also used for our livestock of 850 mother cows and 12 horses and 5 houses of domestic use. This Supplemental Statement reports water diverted under both Statement number S000070 and Statement number S001613. The same points of diversion and conveyance facilities are used for each water right, and so while the right holder has documented the total amount collectively diverted under both rights, it is not practical to distinguish the precise quantities diverted pursuant to each individual right. "
A027815,TRUE,0,0,estimated from last year. 
A031413,FALSE,0,0,Expect to be generating but probably not water available above the first 250 cfs under a different permit.  
A007860,TRUE,0,4000,
A012910,FALSE,75,0,
A027546,TRUE,0,0,
S000731,FALSE,495,0,"Based on historical use, methodology gives more usage than diverted in past year. "
A011925,TRUE,0,0,
A006587,TRUE,410.3001,0,"This license report has been completed using a reporting methodology that avoids duplicative reporting between this license and the overlapping riparian, pre-1914 appropriative and/or other water related rights and/or claims associated with the lands within the place of use of this license. Property Reserve California, Inc., owns overlapping water rights identified as A006587, which has identical licensed points of diversion. Utilization of this methodology appears to eliminate the need for the requested correlation of, and information on, those overlapping rights. Should anything further be required by the SWRCB in this regard, please advise. Other rights/claims owned by others may be exercised at this POD, but POD locations for this license do not appear to be accurately mapped by the SWRCB, and the license holder will work on submitting suggested updates to the SWRCB in the coming months, so that all PODs can be correctly located in eWRIMS. Note that the Delta Watermaster has informed diverters within the Legal Delta that a separate report is not required for each Point of Diversion ID associated with their water license. Accordingly, only a single Point of Diversion ID associated with the instant license has been listed in this report. In the event there are other Point of Division IDs associated with this license, this report is intended to serve as a single report that consolidates all amounts directly diverted and/or projected to be directly diverted from all of those Point of Diversion IDs."
A008338,TRUE,0.0001,0,"This license report has been completed using a reporting methodology that avoids duplicative reporting between this license and the overlapping riparian, pre-1914 appropriative and/or other water related rights and/or claims associated with the lands within the place of use of this license. Property Reserve California, Inc., owns overlapping water rights identified as A006587, which has identical licensed points of diversion. Utilization of this methodology appears to eliminate the need for the requested correlation of, and information on, those overlapping rights. Should anything further be required by the SWRCB in this regard, please advise. Other rights/claims owned by others may be exercised at this POD, but POD locations for this license do not appear to be accurately mapped by the SWRCB, and the license holder will work on submitting suggested updates to the SWRCB in the coming months, so that all PODs can be correctly located in eWRIMS. Note that the Delta Watermaster has informed diverters within the Legal Delta that a separate report is not required for each Point of Diversion ID associated with their water license. Accordingly, only a single Point of Diversion ID associated with the instant license has been listed in this report. In the event there are other Point of Division IDs associated with this license, this report is intended to serve as a single report that consolidates all amounts directly diverted and/or projected to be directly diverted from all of those Point of Diversion IDs."
A019145,FALSE,0,0,
A004276,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 

"
A004275,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 

"
A011847,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 

"
A014022,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 

"
A014023,FALSE,0,0,"This license is supplemental to the riparian, pre-1914 appropriative and other water related rights and/or claims associated with the lands within the place of use of this license.  Estimated and/or measured water diversion amounts under those other water related rights for the instant reporting year will be reported in the annual Supplemental Statement of Water Diversion and Use for that year for the Statement Number(s) that has(have) been assigned to the point(s) of diversion that provide(s) water to the place of use of this license under those other rights and/or claims. 

To avoid duplicative reporting of diversion amounts for the place of use of this license under this license report and that(those) Statement Number report(s), the number “0.1” is reported for the amounts directly diverted and/or projected to be directly diverted as a placeholder in this report. 

The actual estimated and/or measured diversion amounts that were made under this license during the months authorized under this license, and during times when this license is not curtailed, will be the diversion amounts reported for those months in said Statement Number report(s) for the instant reporting year, and capped, if necessary, by the maximum monthly diversion amounts allowable under this license to the extent any of the monthly diversion amounts in said Statement Number report(s) exceed those maximum amounts.

This reporting methodology is adopted voluntarily to eliminate duplicative reporting consistent with the Delta Watermaster’s “Consensus Strategy for Avoiding Duplicative Reporting of Water Diversion and Use in the Delta,” dated February 1, 2021.  The use of this reporting methodology does not commit the owner to use this methodology in the future, nor does it waive or impair any of the owner’s rights to divert and use water pursuant to this license or pursuant to any other water related rights. 

"
